Country Name;Short Name;year;Record;Built-up Land;Cropland;Forest Products;Total;isoa2
Italy;Italy;2005;EFConsTotGHA;3400459;58727457;31458532;341198954;IT
Italy;Italy;2006;EFConsTotGHA;3146526;57859850;31015073;345593317;IT
Italy;Italy;2007;EFConsTotGHA;3182323;57476275;30629944;342105793;IT
Italy;Italy;2008;EFConsTotGHA;3126881;55972236;27973866;322453501;IT
Italy;Italy;2009;EFConsTotGHA;2972803;54973080;24945989;299893737;IT
Italy;Italy;2010;EFConsTotGHA;2936806;56482629;28598353;317918210;IT
Italy;Italy;2011;EFConsTotGHA;3054789;52976453;28114240;307598866;IT
Italy;Italy;2012;EFConsTotGHA;2880555;50261084;27131865;275924643;IT
Italy;Italy;2013;EFConsTotGHA;2918283;48603141;27111635;264135998;IT
Italy;Italy;2014;EFConsTotGHA;2932054;48725095;27602430;256758748;IT
Japan;Japan;1961;EFConsTotGHA;8989313;37948957;48168327;280635230;JP
Japan;Japan;1962;EFConsTotGHA;8962468;37551215;45016622;286013759;JP
Japan;Japan;1963;EFConsTotGHA;8195105;38571133;48569829;307792736;JP
Japan;Japan;1964;EFConsTotGHA;7926676;39794153;51851082;323371005;JP
Japan;Japan;1965;EFConsTotGHA;8289909;42321375;51433431;337611831;JP
Japan;Japan;1966;EFConsTotGHA;8434575;44686678;55350922;374110363;JP
Japan;Japan;1967;EFConsTotGHA;9152291;47490636;60460850;425966993;JP
Japan;Japan;1968;EFConsTotGHA;9287332;48381852;63111890;450042897;JP
Japan;Japan;1969;EFConsTotGHA;9168395;49065694;62864607;489503499;JP
Japan;Japan;1970;EFConsTotGHA;8301643;51106692;66782869;532445616;JP
Japan;Japan;1971;EFConsTotGHA;7804796;47722523;62828988;527041592;JP
Japan;Japan;1972;EFConsTotGHA;8427449;52320317;65327803;566013136;JP
Japan;Japan;1973;EFConsTotGHA;8306296;55965456;72028036;633710079;JP
Japan;Japan;1974;EFConsTotGHA;8252664;53926570;66654081;595749076;JP
Japan;Japan;1975;EFConsTotGHA;8534261;52609893;53875690;553870832;JP
Japan;Japan;1976;EFConsTotGHA;8430038;56148238;59742511;583656631;JP
Japan;Japan;1977;EFConsTotGHA;8965081;57739184;59262860;585060853;JP
Japan;Japan;1978;EFConsTotGHA;8952173;59482060;61220595;587033352;JP
Japan;Japan;1979;EFConsTotGHA;8929168;61366317;64611580;610823295;JP
Japan;Japan;1980;EFConsTotGHA;7653241;57228647;61766491;573907232;JP
Japan;Japan;1981;EFConsTotGHA;7957784;56131861;51384484;533626139;JP
Japan;Japan;1982;EFConsTotGHA;8491170;58597797;53559986;525902983;JP
Japan;Japan;1983;EFConsTotGHA;8103406;60954376;53496187;528247545;JP
Japan;Japan;1984;EFConsTotGHA;9140303;63364095;53887693;560301913;JP
Japan;Japan;1985;EFConsTotGHA;9381057;64483621;55187849;555195180;JP
Japan;Japan;1986;EFConsTotGHA;9564617;66589295;56367427;575305846;JP
Japan;Japan;1987;EFConsTotGHA;9402202;67978815;61419124;598230582;JP
Japan;Japan;1988;EFConsTotGHA;8573993;70444070;61736520;644208494;JP
Japan;Japan;1989;EFConsTotGHA;8935367;69945536;65128101;659674632;JP
Japan;Japan;1990;EFConsTotGHA;9177580;70739868;58848541;683711347;JP
Japan;Japan;1991;EFConsTotGHA;8309406;69261550;56595533;684968486;JP
Japan;Japan;1992;EFConsTotGHA;8775451;70515644;55720706;681720705;JP
Japan;Japan;1993;EFConsTotGHA;7121316;70124228;58391036;675915674;JP
Japan;Japan;1994;EFConsTotGHA;9364559;74345826;58989771;705667129;JP
Japan;Japan;1995;EFConsTotGHA;8636525;72065651;58378404;713594560;JP
Japan;Japan;1996;EFConsTotGHA;8497249;71043174;59462912;714692318;JP
Japan;Japan;1997;EFConsTotGHA;8527577;71676126;57360101;710216159;JP
Japan;Japan;1998;EFConsTotGHA;8099700;69912806;45025135;662959037;JP
Japan;Japan;1999;EFConsTotGHA;8321527;71624426;45888263;673144341;JP
Japan;Japan;2000;EFConsTotGHA;8468635;72450091;46129976;680015531;JP
Japan;Japan;2001;EFConsTotGHA;8413689;69703460;41720091;665122150;JP
Japan;Japan;2002;EFConsTotGHA;8542153;69293626;41402224;652579812;JP
Japan;Japan;2003;EFConsTotGHA;7700433;67932384;41107141;655329889;JP
Japan;Japan;2004;EFConsTotGHA;8419967;65930844;41090291;650212929;JP
Japan;Japan;2005;EFConsTotGHA;8387755;66584699;38600466;654683758;JP
Japan;Japan;2006;EFConsTotGHA;7966936;63878207;38939655;646301331;JP
Japan;Japan;2007;EFConsTotGHA;8157117;64290872;35490924;648700283;JP
Japan;Japan;2008;EFConsTotGHA;8244258;62904433;30870575;624231693;JP
Japan;Japan;2009;EFConsTotGHA;7709090;60555701;28989049;575153734;JP
Japan;Japan;2010;EFConsTotGHA;7541411;61681512;29082817;605595592;JP
Japan;Japan;2011;EFConsTotGHA;7307406;59448652;33441421;611825804;JP
Japan;Japan;2012;EFConsTotGHA;7360754;60255282;33720979;612089078;JP
Japan;Japan;2013;EFConsTotGHA;7477692;59253550;33968949;617028163;JP
Japan;Japan;2014;EFConsTotGHA;7457805;58706957;31886604;601546485;JP
Canada;Canada;1961;EFConsTotGHA;302828;10884742;42863799;136099425;CA
Canada;Canada;1962;EFConsTotGHA;490677;30608429;44896080;165222301;CA
Canada;Canada;1963;EFConsTotGHA;606853;34844844;45691352;177660129;CA
Canada;Canada;1964;EFConsTotGHA;506566;21006241;46247273;169787727;CA
Canada;Canada;1965;EFConsTotGHA;606999;29057727;46256972;183317187;CA
Canada;Canada;1966;EFConsTotGHA;707705;32263619;49636429;194412893;CA
Canada;Canada;1967;EFConsTotGHA;558515;27606060;49550246;194598609;CA
Canada;Canada;1968;EFConsTotGHA;624738;34520032;38405868;195359316;CA
Canada;Canada;1969;EFConsTotGHA;694306;42078382;40946627;210659392;CA
Canada;Canada;1970;EFConsTotGHA;603162;25532987;40211932;198191713;CA
Canada;Canada;1971;EFConsTotGHA;736583;30182961;39330110;204708100;CA
Canada;Canada;1972;EFConsTotGHA;688886;22735923;40492128;205120783;CA
Canada;Canada;1973;EFConsTotGHA;718750;28611276;52959158;228089011;CA
Canada;Canada;1974;EFConsTotGHA;622976;27069654;48117301;222276124;CA
Canada;Canada;1975;EFConsTotGHA;802280;33394188;44115851;226017735;CA
Canada;Canada;1976;EFConsTotGHA;865655;36867046;51688700;241384957;CA
Canada;Canada;1977;EFConsTotGHA;917354;33549869;50002211;236401162;CA
Canada;Canada;1978;EFConsTotGHA;920247;33612969;52269180;242175368;CA
Canada;Canada;1979;EFConsTotGHA;868020;28551751;55223520;247002500;CA
Canada;Canada;1980;EFConsTotGHA;896545;27039290;49446092;237689613;CA
Canada;Canada;1981;EFConsTotGHA;1058879;34177966;44978369;231106130;CA
Canada;Canada;1982;EFConsTotGHA;1138187;35837095;35785752;218446088;CA
Canada;Canada;1983;EFConsTotGHA;1009212;24418315;49085112;211314759;CA
Canada;Canada;1984;EFConsTotGHA;960140;24095397;53680908;218795665;CA
Canada;Canada;1985;EFConsTotGHA;1111365;37922486;53730737;237598578;CA
Canada;Canada;1986;EFConsTotGHA;1309535;46104287;57278805;253496639;CA
Canada;Canada;1987;EFConsTotGHA;1239533;31763117;61622349;246484891;CA
Canada;Canada;1988;EFConsTotGHA;910559;18573930;60389445;241982744;CA
Canada;Canada;1989;EFConsTotGHA;1144735;41008856;61451263;272972765;CA
Canada;Canada;1990;EFConsTotGHA;1340940;45369235;42747199;250386885;CA
Canada;Canada;1991;EFConsTotGHA;1343415;37121836;39266808;231692337;CA
Canada;Canada;1992;EFConsTotGHA;1248877;31752797;45009209;232931000;CA
Canada;Canada;1993;EFConsTotGHA;1387582;41191327;44558697;241344578;CA
Canada;Canada;1994;EFConsTotGHA;1461307;34448022;43356494;235501684;CA
Canada;Canada;1995;EFConsTotGHA;1461631;40068716;45202877;242721292;CA
Canada;Canada;1996;EFConsTotGHA;1590064;47120910;47070400;257197789;CA
Canada;Canada;1997;EFConsTotGHA;1462076;37794798;44430750;253495365;CA
Canada;Canada;1998;EFConsTotGHA;1621651;42283463;34529603;252269319;CA
Canada;Canada;1999;EFConsTotGHA;1750305;51576923;41706075;269653448;CA
Canada;Canada;2000;EFConsTotGHA;1697112;43359961;46468271;276904850;CA
Canada;Canada;2001;EFConsTotGHA;1390990;29527614;37651535;252574082;CA
Canada;Canada;2002;EFConsTotGHA;1174052;32177133;38875369;256921639;CA
Canada;Canada;2003;EFConsTotGHA;1615147;51127808;26435670;278446518;CA
Canada;Canada;2004;EFConsTotGHA;1657399;45462685;43951476;288766439;CA
Canada;Canada;2005;EFConsTotGHA;1785344;47647872;43935117;298093718;CA
Canada;Canada;2006;EFConsTotGHA;1789805;34849855;32812239;279344232;CA
Canada;Canada;2007;EFConsTotGHA;1821899;31300464;33499958;281364863;CA
Canada;Canada;2008;EFConsTotGHA;2139530;46583372;28566887;284107905;CA
Canada;Canada;2009;EFConsTotGHA;2046482;37691181;26304004;268285352;CA
Canada;Canada;2010;EFConsTotGHA;2010669;30071172;39611149;283478834;CA
Canada;Canada;2011;EFConsTotGHA;2044204;32500232;39832088;288871946;CA
Canada;Canada;2012;EFConsTotGHA;2077749;36015350;41489842;286658028;CA
Canada;Canada;2013;EFConsTotGHA;2593927;55250629;39089998;307235061;CA
Canada;Canada;2014;EFConsTotGHA;2219753;38115924;38908521;286470679;CA
Mexico;Mexico;1961;EFConsTotGHA;825377;14339272;11531784;72746682;MX
Mexico;Mexico;1962;EFConsTotGHA;873851;14208915;12111894;72506796;MX
Mexico;Mexico;1963;EFConsTotGHA;965577;15713946;12504820;76615175;MX
Mexico;Mexico;1964;EFConsTotGHA;1183564;17939736;12846033;83360882;MX
Mexico;Mexico;1965;EFConsTotGHA;1261746;17568603;13312044;83991931;MX
Mexico;Mexico;1966;EFConsTotGHA;1426995;19847058;13356764;88125659;MX
Mexico;Mexico;1967;EFConsTotGHA;1466785;19212691;14071244;91858923;MX
Mexico;Mexico;1968;EFConsTotGHA;1606169;21155116;14280964;94986605;MX
Mexico;Mexico;1969;EFConsTotGHA;1628737;20342358;14748967;96841745;MX
Mexico;Mexico;1970;EFConsTotGHA;1918109;24584397;15772829;106932155;MX
Mexico;Mexico;1971;EFConsTotGHA;1939037;23669781;15011929;109743640;MX
Mexico;Mexico;1972;EFConsTotGHA;1941277;23165822;15239837;114611399;MX
Mexico;Mexico;1973;EFConsTotGHA;2134888;26229048;15723971;125903238;MX
Mexico;Mexico;1974;EFConsTotGHA;2215195;28647219;16885371;134296442;MX
Mexico;Mexico;1975;EFConsTotGHA;2358133;29227703;17094126;137437410;MX
Mexico;Mexico;1976;EFConsTotGHA;2227508;24261945;17586195;135639530;MX
Mexico;Mexico;1977;EFConsTotGHA;2527716;28989269;18176140;143216941;MX
Mexico;Mexico;1978;EFConsTotGHA;2811741;31422686;15996153;150054731;MX
Mexico;Mexico;1979;EFConsTotGHA;2623874;28743537;16946002;156309464;MX
Mexico;Mexico;1980;EFConsTotGHA;3073980;39545758;18418698;182538948;MX
Mexico;Mexico;1981;EFConsTotGHA;3412011;43473457;18384374;195166885;MX
Mexico;Mexico;1982;EFConsTotGHA;3105407;36544584;18596399;181342442;MX
Mexico;Mexico;1983;EFConsTotGHA;3486432;43844557;18578502;178676380;MX
Mexico;Mexico;1984;EFConsTotGHA;3475189;42428303;18768481;183713324;MX
Mexico;Mexico;1985;EFConsTotGHA;3892249;44919571;19464875;194109075;MX
Mexico;Mexico;1986;EFConsTotGHA;3738835;39035837;19511440;181192653;MX
Mexico;Mexico;1987;EFConsTotGHA;3882203;42463387;20005463;188144849;MX
Mexico;Mexico;1988;EFConsTotGHA;3474074;41663183;20211512;194579969;MX
Mexico;Mexico;1989;EFConsTotGHA;3297582;42449798;20548394;202979527;MX
Mexico;Mexico;1990;EFConsTotGHA;3779537;50729571;20453845;213829064;MX
Mexico;Mexico;1991;EFConsTotGHA;3505399;48306158;20810015;221310471;MX
Mexico;Mexico;1992;EFConsTotGHA;3349891;50463530;21403795;226254392;MX
Mexico;Mexico;1993;EFConsTotGHA;3545480;51070537;22691642;231983767;MX
Mexico;Mexico;1994;EFConsTotGHA;3734782;53865950;22722269;251794949;MX
Mexico;Mexico;1995;EFConsTotGHA;3812131;47887130;22846775;234395044;MX
Mexico;Mexico;1996;EFConsTotGHA;4275692;57839936;22046268;281521283;MX
Mexico;Mexico;1997;EFConsTotGHA;4063850;54594806;23242924;283614771;MX
Mexico;Mexico;1998;EFConsTotGHA;4294742;62900578;24941053;292375955;MX
Mexico;Mexico;1999;EFConsTotGHA;4161005;63267702;27221263;389599880;MX
Mexico;Mexico;2000;EFConsTotGHA;4157681;64691346;29465893;291474396;MX
Mexico;Mexico;2001;EFConsTotGHA;4554581;69494959;27190508;341230312;MX
Mexico;Mexico;2002;EFConsTotGHA;4461979;71280556;27169575;316429250;MX
Mexico;Mexico;2003;EFConsTotGHA;4692352;71806835;28937394;287026902;MX
Mexico;Mexico;2004;EFConsTotGHA;4734589;70345850;31226978;306925387;MX
Mexico;Mexico;2005;EFConsTotGHA;4274913;66141245;31671458;290065828;MX
Mexico;Mexico;2006;EFConsTotGHA;4799315;71245178;34891986;330684521;MX
Mexico;Mexico;2007;EFConsTotGHA;4829540;69249828;36075145;343014267;MX
Mexico;Mexico;2008;EFConsTotGHA;5013702;66160949;34367286;354039586;MX
Mexico;Mexico;2009;EFConsTotGHA;4605315;60840679;28607778;330956588;MX
Mexico;Mexico;2010;EFConsTotGHA;5165139;65144801;30268879;376173156;MX
Mexico;Mexico;2011;EFConsTotGHA;4459636;58757501;30156354;327758777;MX
Mexico;Mexico;2012;EFConsTotGHA;5299455;64543445;30737716;352265272;MX
Mexico;Mexico;2013;EFConsTotGHA;5274259;60612099;31432632;321961580;MX
Mexico;Mexico;2014;EFConsTotGHA;5748670;63211208;31383517;319556045;MX
Russian Federation;Russia;1992;EFConsTotGHA;5265285;188160240;128211624;1024776143;RU
Russian Federation;Russia;1993;EFConsTotGHA;4974024;156863400;91721142;896371633;RU
Russian Federation;Russia;1994;EFConsTotGHA;4430195;129503446;53229708;754827066;RU
Russian Federation;Russia;1995;EFConsTotGHA;3668845;111564295;46430843;745896811;RU
Russian Federation;Russia;1996;EFConsTotGHA;3807475;112329930;40920358;703652993;RU
Russian Federation;Russia;1997;EFConsTotGHA;4466035;135091574;59445329;720091959;RU
Russian Federation;Russia;1998;EFConsTotGHA;2795269;84766562;48967132;645372372;RU
Russian Federation;Russia;1999;EFConsTotGHA;3232651;105208556;53446815;658769582;RU
Russian Federation;Russia;2000;EFConsTotGHA;3718369;109084783;71294238;687819789;RU
Russian Federation;Russia;2001;EFConsTotGHA;4588133;133741692;75163540;729106308;RU
Russian Federation;Russia;2002;EFConsTotGHA;4610385;124159572;70274003;705290865;RU
Russian Federation;Russia;2003;EFConsTotGHA;3991660;110106696;75962210;716828811;RU
Russian Federation;Russia;2004;EFConsTotGHA;4275776;124468903;74086213;726427355;RU
Russian Federation;Russia;2005;EFConsTotGHA;4461087;121652406;70301873;728694786;RU
Russian Federation;Russia;2006;EFConsTotGHA;4568438;124194334;74343313;763881494;RU
Russian Federation;Russia;2007;EFConsTotGHA;4693050;121937291;86333017;789791084;RU
Russian Federation;Russia;2008;EFConsTotGHA;5622988;152322872;65157413;815056303;RU
Russian Federation;Russia;2009;EFConsTotGHA;5158777;125055079;71716466;741763808;RU
Russian Federation;Russia;2010;EFConsTotGHA;3642709;95027468;84149763;767605394;RU
Russian Federation;Russia;2011;EFConsTotGHA;5246515;129457142;94185734;847107783;RU
Russian Federation;Russia;2012;EFConsTotGHA;4107111;91936257;95469290;790256358;RU
Russian Federation;Russia;2013;EFConsTotGHA;4899642;120480973;96885741;806297566;RU
Russian Federation;Russia;2014;EFConsTotGHA;5336686;132637645;98083564;798644232;RU
South Africa;South Africa;1973;EFConsTotGHA;456015;7055446;9123041;90949277;ZA
South Africa;South Africa;1974;EFConsTotGHA;808056;12406287;9693704;102222251;ZA
South Africa;South Africa;1975;EFConsTotGHA;683963;9355778;9033987;103413969;ZA
South Africa;South Africa;1976;EFConsTotGHA;653806;9588360;8997286;107222607;ZA
South Africa;South Africa;1977;EFConsTotGHA;766472;11090111;7785559;108092311;ZA
South Africa;South Africa;1978;EFConsTotGHA;825381;10497190;8250884;102511267;ZA
South Africa;South Africa;1979;EFConsTotGHA;737911;9461372;9188245;105959364;ZA
South Africa;South Africa;1980;EFConsTotGHA;872858;10352793;11021793;110164657;ZA
South Africa;South Africa;1981;EFConsTotGHA;1105373;13726869;11989996;115489990;ZA
South Africa;South Africa;1982;EFConsTotGHA;831799;9663125;11548729;111571822;ZA
South Africa;South Africa;1983;EFConsTotGHA;602228;9195266;13085656;108391933;ZA
South Africa;South Africa;1984;EFConsTotGHA;714487;12585965;11892607;112274604;ZA
South Africa;South Africa;1985;EFConsTotGHA;888133;12233549;12696889;113522101;ZA
South Africa;South Africa;1986;EFConsTotGHA;945736;12638974;12579397;114170209;ZA
South Africa;South Africa;1987;EFConsTotGHA;1106353;14009012;14166351;124412296;ZA
South Africa;South Africa;1988;EFConsTotGHA;1175088;15504094;14538485;127212761;ZA
South Africa;South Africa;1989;EFConsTotGHA;1259692;13246661;15872259;126926855;ZA
South Africa;South Africa;1990;EFConsTotGHA;1103966;13354163;15390413;126200662;ZA
South Africa;South Africa;1991;EFConsTotGHA;1093968;14408303;15458730;125769932;ZA
South Africa;South Africa;1992;EFConsTotGHA;595135;12021887;14848242;125425877;ZA
South Africa;South Africa;1993;EFConsTotGHA;1117731;16916362;14465095;130490938;ZA
South Africa;South Africa;1994;EFConsTotGHA;1278791;15941681;15617173;127780351;ZA
South Africa;South Africa;1995;EFConsTotGHA;881126;13293443;15973431;132474296;ZA
South Africa;South Africa;1996;EFConsTotGHA;1329303;17440458;16030900;140978589;ZA
South Africa;South Africa;1997;EFConsTotGHA;1259120;16355724;17547598;146966515;ZA
South Africa;South Africa;1998;EFConsTotGHA;1119326;14591734;15907064;143831996;ZA
South Africa;South Africa;1999;EFConsTotGHA;1262044;15808599;14369212;134971286;ZA
South Africa;South Africa;2000;EFConsTotGHA;1430181;18139006;15402112;139589729;ZA
South Africa;South Africa;2001;EFConsTotGHA;1297698;15435796;14988477;147652745;ZA
South Africa;South Africa;2002;EFConsTotGHA;1485428;18242013;15120599;151266714;ZA
South Africa;South Africa;2003;EFConsTotGHA;1308697;16716770;16156385;157053397;ZA
South Africa;South Africa;2004;EFConsTotGHA;1360691;18125788;16172041;173390807;ZA
South Africa;South Africa;2005;EFConsTotGHA;1498393;17484559;17589403;165192834;ZA
South Africa;South Africa;2006;EFConsTotGHA;1295557;16938248;18686076;176145809;ZA
South Africa;South Africa;2007;EFConsTotGHA;1207251;17398448;16291965;183028225;ZA
South Africa;South Africa;2008;EFConsTotGHA;1702010;18996971;15988886;192943939;ZA
South Africa;South Africa;2009;EFConsTotGHA;1694469;18446183;15218072;182364792;ZA
South Africa;South Africa;2010;EFConsTotGHA;1613131;17829713;14203247;181268725;ZA
South Africa;South Africa;2011;EFConsTotGHA;1677633;18205661;13760827;177604532;ZA
South Africa;South Africa;2012;EFConsTotGHA;1702739;19805181;15292888;181986039;ZA
South Africa;South Africa;2013;EFConsTotGHA;1660611;16242184;14188831;178721491;ZA
South Africa;South Africa;2014;EFConsTotGHA;1891581;18015368;12621451;184324931;ZA
United Kingdom;United Kingdom;1961;EFConsTotGHA;3586179;42381557;15688521;324520561;GB
United Kingdom;United Kingdom;1962;EFConsTotGHA;4043400;45051568;15393866;336313970;GB
United Kingdom;United Kingdom;1963;EFConsTotGHA;4023227;43955172;16395156;346789238;GB
United Kingdom;United Kingdom;1964;EFConsTotGHA;4266349;44777077;19087558;355481271;GB
United Kingdom;United Kingdom;1965;EFConsTotGHA;4711689;45884827;18546175;363944061;GB
United Kingdom;United Kingdom;1966;EFConsTotGHA;4460700;43197327;17558270;356487486;GB
United Kingdom;United Kingdom;1967;EFConsTotGHA;5069521;45127593;18297767;360979011;GB
United Kingdom;United Kingdom;1968;EFConsTotGHA;4510320;43477970;26233485;372272901;GB
United Kingdom;United Kingdom;1969;EFConsTotGHA;4921673;46805306;25447013;385213681;GB
United Kingdom;United Kingdom;1970;EFConsTotGHA;4855733;46564114;26207844;393691355;GB
United Kingdom;United Kingdom;1971;EFConsTotGHA;5207973;46066021;24639220;386841354;GB
United Kingdom;United Kingdom;1972;EFConsTotGHA;5345287;46117934;26739937;385620412;GB
United Kingdom;United Kingdom;1973;EFConsTotGHA;5283209;44619336;29262927;396771746;GB
United Kingdom;United Kingdom;1974;EFConsTotGHA;5557351;43952249;27958220;370520767;GB
United Kingdom;United Kingdom;1975;EFConsTotGHA;5029698;38971827;21571651;340705293;GB
United Kingdom;United Kingdom;1976;EFConsTotGHA;4522103;39998522;24921316;352819507;GB
United Kingdom;United Kingdom;1977;EFConsTotGHA;5825877;44024965;24484943;350060840;GB
United Kingdom;United Kingdom;1978;EFConsTotGHA;5708400;39971198;25422737;345963727;GB
United Kingdom;United Kingdom;1979;EFConsTotGHA;6169309;42338447;27453273;361955149;GB
United Kingdom;United Kingdom;1980;EFConsTotGHA;6665254;40738307;23437499;324997246;GB
United Kingdom;United Kingdom;1981;EFConsTotGHA;6749470;40492160;24510502;312846360;GB
United Kingdom;United Kingdom;1982;EFConsTotGHA;7608529;45240622;24183678;310468624;GB
United Kingdom;United Kingdom;1983;EFConsTotGHA;7125075;42350214;26173380;301735798;GB
United Kingdom;United Kingdom;1984;EFConsTotGHA;9010496;46430053;26433144;302724731;GB
United Kingdom;United Kingdom;1985;EFConsTotGHA;7960556;43736380;26606507;311493659;GB
United Kingdom;United Kingdom;1986;EFConsTotGHA;8611382;44264895;28439577;324315452;GB
United Kingdom;United Kingdom;1987;EFConsTotGHA;8153017;42297775;32025983;332711894;GB
United Kingdom;United Kingdom;1988;EFConsTotGHA;8081477;46161076;33948606;345367709;GB
United Kingdom;United Kingdom;1989;EFConsTotGHA;8617630;42673958;34782928;337356845;GB
United Kingdom;United Kingdom;1990;EFConsTotGHA;8822702;46615959;32821284;334812246;GB
United Kingdom;United Kingdom;1991;EFConsTotGHA;9055593;46246651;29383305;333663694;GB
United Kingdom;United Kingdom;1992;EFConsTotGHA;9090191;48989501;31470944;336245982;GB
United Kingdom;United Kingdom;1993;EFConsTotGHA;8129391;44714945;30240903;317984597;GB
United Kingdom;United Kingdom;1994;EFConsTotGHA;8534619;45670152;33698714;328642340;GB
United Kingdom;United Kingdom;1995;EFConsTotGHA;8644834;47696158;31444124;319654881;GB
United Kingdom;United Kingdom;1996;EFConsTotGHA;9613487;48205257;32143705;332983234;GB
United Kingdom;United Kingdom;1997;EFConsTotGHA;9284239;44401355;33946243;320007072;GB
United Kingdom;United Kingdom;1998;EFConsTotGHA;9406880;44295666;32528794;323242549;GB
United Kingdom;United Kingdom;1999;EFConsTotGHA;9434057;46805939;32857362;322051429;GB
United Kingdom;United Kingdom;2000;EFConsTotGHA;9546501;46209862;33026267;338875488;GB
United Kingdom;United Kingdom;2001;EFConsTotGHA;8071794;47478086;34824536;366198055;GB
United Kingdom;United Kingdom;2002;EFConsTotGHA;9533733;50519603;34951028;357983996;GB
United Kingdom;United Kingdom;2003;EFConsTotGHA;9381468;48437536;35407489;354565748;GB
United Kingdom;United Kingdom;2004;EFConsTotGHA;8926449;50901486;36290695;366327886;GB
United Kingdom;United Kingdom;2005;EFConsTotGHA;8987032;49683401;37249387;368851515;GB
United Kingdom;United Kingdom;2006;EFConsTotGHA;8762130;50989004;36948716;377160287;GB
United Kingdom;United Kingdom;2007;EFConsTotGHA;8528128;49839834;38122433;381889222;GB
United Kingdom;United Kingdom;2008;EFConsTotGHA;9818338;53168034;33627931;368855290;GB
United Kingdom;United Kingdom;2009;EFConsTotGHA;9283147;50099263;30578647;367705442;GB
United Kingdom;United Kingdom;2010;EFConsTotGHA;9706560;46935655;32557704;337696354;GB
United Kingdom;United Kingdom;2011;EFConsTotGHA;9489534;46425612;31223065;318480754;GB
United Kingdom;United Kingdom;2012;EFConsTotGHA;8325057;44852338;28232692;311798150;GB
United Kingdom;United Kingdom;2013;EFConsTotGHA;8397634;48580466;28989752;315371510;GB
United Kingdom;United Kingdom;2014;EFConsTotGHA;10012212;53550880;31075579;308739816;GB